CUST_ID,BALANCE,PURCHASES,PURCHASES_TRX,ONEOFF_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11631,5559.733773,930.0,13,0.0,3639.817554,14,7500.0,2519.858893,0.0,12
C11632,2650.518784,503.0,6,128.0,0.0,0,3000.0,1229.096798,0.0,12
C11633,0.126562,0.0,0,0.0,47.222001,1,1200.0,119.790593,0.5,10
C11634,1.343207,19.08,2,0.0,0.0,0,7000.0,170.180973,0.0,12
C11635,1229.397644,11414.48,176,6754.38,0.0,0,9000.0,9686.614183,0.916667,12
C11636,1163.790341,517.0,12,517.0,0.0,0,1200.0,541.21958,0.0,11
C11637,2000.797758,1037.5,5,0.0,0.0,0,7500.0,1864.665644,0.272727,12
C11638,8809.504736,25378.36,136,20646.07,0.0,0,14500.0,25825.32482,0.0,12
C11639,82.803156,756.68,14,597.35,0.0,0,4000.0,699.109729,1.0,12
C11640,343.674421,452.07,3,452.07,522.525877,4,1700.0,51.461732,0.0,12
C11641,171.616134,4996.17,35,4726.17,0.0,0,4500.0,4736.750346,0.666667,12
C11642,417.841508,311.86,7,0.0,0.0,0,3000.0,802.93759,0.0,12
C11643,97.917955,824.31,27,0.0,0.0,0,7500.0,702.365795,1.0,12
C11644,6.08697,333.24,12,0.0,0.0,0,1500.0,224.061597,0.0,12
C11645,1.600479,513.24,12,0.0,0.0,0,2500.0,363.735397,0.0,12
C11646,70.457831,1146.59,14,650.78,0.0,0,4500.0,904.796957,0.5,12
C11647,1160.206649,1600.0,5,1400.0,0.0,0,2000.0,876.757279,0.0,10
C11648,4060.966003,823.1,13,407.0,0.0,0,11500.0,3347.328701,0.0,12
C11649,2714.595164,666.1,18,75.0,296.922557,1,8500.0,2055.474721,0.0,12
C11650,1212.812748,397.44,12,0.0,0.0,0,2000.0,1738.449943,0.0,12
C11651,48.822128,537.51,12,0.0,0.0,0,1000.0,478.875501,1.0,12
C11652,694.202818,0.0,0,0.0,1087.082047,3,1200.0,1721.925721,0.142857,12
C11653,3478.592472,0.0,0,0.0,3757.973335,11,4000.0,611.537657,0.0,10
C11654,1191.662907,979.92,18,849.92,0.0,0,4350.0,278.328435,0.0,12
C11655,1552.772103,34.74,1,34.74,185.374726,3,3000.0,3125.652785,0.0,10
C11656,705.232653,1902.4,29,1669.8,0.0,0,900.0,1941.959847,0.0,12
C11657,3391.70218,38902.71,195,33803.84,0.0,0,18000.0,35843.62593,1.0,12
C11658,1013.728552,3209.62,32,2797.99,953.600788,10,6000.0,4176.325274,0.083333,12
C11659,22.728166,262.5,14,0.0,0.0,0,3500.0,301.677275,1.0,12
C11660,799.518482,339.96,12,0.0,830.316783,4,1000.0,361.021723,0.0,12
C11661,5344.347568,270.02,2,270.02,139.701781,2,6000.0,1467.932074,0.0,12
C11662,350.378913,3263.48,25,3263.48,0.0,0,7500.0,4547.760665,1.0,12
C11663,2763.049499,1921.85,20,1715.55,0.0,0,3050.0,1614.5512,0.0,12
C11664,4.383989,96.5,6,0.0,0.0,0,4500.0,217.143643,1.0,12
C11666,4954.880195,281.31,5,0.0,3056.622746,4,5500.0,1442.246195,0.0,12
C11667,1670.146578,3420.97,31,3420.97,0.0,0,2700.0,1164.552612,0.125,12
C11668,1728.275923,628.56,24,0.0,0.0,0,6000.0,1217.960916,0.0,12
C11669,1034.555485,5787.66,63,5093.0,0.0,0,2700.0,5651.220766,0.583333,12
C11670,502.653982,4748.5,82,1845.75,0.0,0,12000.0,4517.823754,0.583333,12
C11671,1216.570617,5140.49,57,4882.68,0.0,0,4500.0,5671.221416,0.0,12
C11672,7611.152584,3707.79,57,3707.79,0.0,0,12000.0,4610.460803,0.0,12
C11673,25.414572,262.92,11,262.92,0.0,0,13000.0,280.367131,0.636364,12
C11674,135.037323,270.0,3,0.0,0.0,0,3300.0,1760.310579,1.0,11
C11675,41.762859,0.0,0,0.0,1125.868686,3,12000.0,0.0,0.0,12
C11676,1563.747179,801.46,17,601.46,1029.987801,2,4000.0,2282.161389,0.0,12
C11677,1044.273707,1463.84,22,255.0,262.147162,1,6700.0,2624.741492,0.0,12
C11678,8159.168439,2453.07,42,1845.55,3278.461198,3,15000.0,1698.958527,0.0,12
C11679,2403.75955,367.16,8,367.16,0.0,0,2600.0,687.263236,0.0,12
C11680,2876.009336,152.61,2,152.61,3719.650168,24,4000.0,248.342971,0.0,6
C11681,1237.673602,0.0,0,0.0,1962.749428,3,2000.0,589.980487,0.0,12
C11682,283.30016,461.36,9,0.0,0.0,0,9000.0,526.087388,0.0,12
C11683,7339.943073,0.0,0,0.0,9123.485636,11,9000.0,1314.192386,0.0,8
C11684,1226.122189,295.34,8,295.34,0.0,0,1200.0,439.233552,0.0,12
C11685,3515.039029,2924.08,85,1385.29,7867.732492,31,4000.0,10693.27843,0.0,12
C11686,30.525356,384.95,4,384.95,0.0,0,14500.0,498.165923,0.272727,12
C11687,1283.280303,0.0,0,0.0,5790.59647,17,3000.0,4073.172497,0.0,9
C11688,49.416158,590.0,7,350.0,0.0,0,6000.0,836.812414,1.0,12
C11689,1621.035373,23.21,4,0.0,0.0,0,2000.0,500.515114,0.0,12
C11690,1624.651156,0.0,0,0.0,2684.507978,9,6000.0,894.813551,0.0,12
C11691,5269.72399,682.57,9,669.47,0.0,0,7000.0,1771.172074,0.0,12
C11692,314.507915,3492.21,13,3195.21,0.0,0,8500.0,4089.583027,0.833333,12
C11693,2150.212841,4096.08,45,3238.27,0.0,0,8500.0,587.669772,0.0,12
C11694,891.620777,0.0,0,0.0,159.673475,2,2000.0,593.110495,0.0,12
C11695,3454.094319,31299.35,121,19064.3,0.0,0,7500.0,22542.58705,0.583333,12
C11696,86.905609,1106.4,12,0.0,440.972634,1,2500.0,1538.001397,1.0,12
C11697,1647.932117,0.0,0,0.0,93.690441,4,1800.0,390.2023,0.0,12
C11698,188.424847,1576.35,20,1063.85,0.0,0,6500.0,1271.233538,0.25,12
C11699,1250.885289,892.19,6,363.85,0.0,0,1800.0,461.638318,0.0,12
C11700,5148.625027,0.0,0,0.0,4042.791779,16,6500.0,1274.60362,0.0,12
C11701,3272.586986,1146.57,20,991.58,0.0,0,12000.0,1132.705302,0.0,12
C11702,1698.369764,0.0,0,0.0,2253.381516,2,4500.0,5512.828223,0.111111,12
C11703,246.864346,2995.55,35,2301.11,0.0,0,6000.0,2734.138816,0.916667,12
C11704,2004.914139,3628.29,73,1937.35,0.0,0,11500.0,1718.220924,0.0,12
C11705,10.703306,0.0,0,0.0,575.193978,1,1000.0,0.0,0.0,12
C11706,1410.753575,588.85,13,399.85,1668.104809,23,4000.0,409.037304,0.0,12
C11707,2388.030134,3832.98,90,2004.03,1441.065248,1,11000.0,5990.39237,0.083333,12
C11708,96.109401,938.2,12,938.2,148.986635,1,8000.0,3722.654209,0.416667,12
C11709,8953.743398,254.85,5,83.97,0.0,0,12000.0,2105.588422,0.0,12
C11710,3414.977831,2219.55,33,1695.03,950.424076,10,5000.0,732.08134,0.0,12
C11711,1039.88038,93.24,12,0.0,5465.141893,5,5000.0,5293.609266,0.090909,12
C11712,92.898327,546.0,7,46.0,0.0,0,6000.0,787.50992,0.6,12
C11713,2885.068871,0.0,0,0.0,255.676579,3,3000.0,712.676699,0.0,12
C11714,7919.563494,85.54,2,0.0,9945.280243,10,10000.0,1594.977158,0.0,9
C11715,4707.131609,7066.08,87,4534.03,5192.290154,12,10000.0,5352.856606,0.0,12
C11716,1915.245632,39.0,1,39.0,92.668977,1,1950.0,542.919146,0.0,12
C11717,392.667425,4015.23,26,4015.23,0.0,0,7500.0,3189.923177,0.916667,12
C11718,104.57287,937.56,13,630.0,0.0,0,6000.0,870.874657,0.583333,12
C11719,2257.542109,0.0,0,0.0,1082.684755,1,3000.0,464.716284,0.0,12
C11720,75.070011,898.45,11,0.0,0.0,0,4000.0,743.358844,1.0,10
C11721,7533.854422,5253.06,78,3096.1,0.0,0,20500.0,1790.394949,0.0,12
C11722,628.384411,887.3,6,840.0,279.557918,1,2000.0,177.708307,0.0,12
C11723,165.808096,981.19,16,823.39,0.0,0,9000.0,672.446893,0.25,7
C11724,5329.544052,1651.64,18,1088.79,0.0,0,5500.0,1587.462442,0.0,12
C11725,1171.429087,1845.42,7,1845.42,0.0,0,3000.0,3073.603769,0.1,12
C11726,99.912238,730.2,13,165.0,0.0,0,1000.0,463.326909,0.5,7
C11728,114.295749,109.8,12,0.0,0.0,0,1000.0,115.418223,0.0,12
C11729,287.099648,2693.64,33,640.5,0.0,0,9000.0,2258.647459,0.125,12
C11730,5867.560972,609.0,11,109.06,3397.577504,9,7000.0,1498.619792,0.0,12
C11731,7499.30365,350.57,3,350.57,948.293789,6,7500.0,1326.434054,0.0,12
C11732,23.331936,1194.96,17,0.0,0.0,0,1600.0,1381.551722,0.0,12
C11733,262.723622,2365.07,26,2125.07,0.0,0,9000.0,3095.831769,0.636364,12
C11734,204.584048,0.0,0,0.0,628.366944,3,1600.0,1933.810453,0.0,12
C11735,4977.237859,61.99,1,61.99,7448.32932,22,6500.0,6850.235626,0.0,12
C11736,433.677841,1391.89,19,1088.83,0.0,0,7000.0,2312.220888,0.25,12
C11737,1220.493289,0.0,0,0.0,5607.394437,3,6000.0,566.644234,0.0,12
C11738,3740.907731,0.0,0,0.0,116.632141,1,4000.0,128.371777,0.0,12
C11739,1669.01626,892.3,14,517.3,295.812224,1,1800.0,1065.80426,0.0,12
C11740,117.617134,1081.23,29,100.0,0.0,0,2100.0,1024.806886,1.0,12
C11741,3802.910134,0.0,0,0.0,1448.031295,12,4000.0,915.900602,0.0,12
C11742,43.354029,617.34,19,0.0,0.0,0,1200.0,564.845244,0.583333,12
C11743,4530.639094,0.0,0,0.0,3162.719581,5,8000.0,995.539176,0.0,12
C11744,3529.587012,0.0,0,0.0,3969.324981,14,9000.0,3603.147293,0.0,12
C11745,5052.910787,1062.63,29,343.15,2687.982848,20,6000.0,917.236699,0.0,12
C11746,51.923357,835.31,13,250.0,0.0,0,7000.0,832.140348,0.25,10
C11747,144.012882,675.53,2,675.53,0.0,0,4000.0,1945.250404,0.0,12
C11749,293.803208,380.59,3,332.52,118.972449,1,10000.0,1172.022584,0.0,12
C11750,11.188595,159.84,6,0.0,0.0,0,1000.0,110.860738,0.0,12
C11751,516.814969,276.52,8,141.96,584.976769,1,1500.0,927.381808,0.0,12
C11752,1134.122053,288.39,10,0.0,0.0,0,1400.0,2155.314664,0.083333,12
C11753,11670.17985,4872.6,52,0.0,0.0,0,11500.0,5031.032515,0.0,12
C11754,1569.88775,741.66,8,309.66,2710.997094,3,4000.0,3306.369832,0.0,12
C11755,4532.433434,1433.26,2,1433.26,364.852384,1,7000.0,3039.325393,0.0,12
C11756,5505.828486,0.0,0,0.0,193.187682,3,6000.0,1355.058674,0.0,12
C11757,2843.394382,0.0,0,0.0,3133.305504,6,6000.0,680.388185,0.0,12
C11758,2391.214539,4186.49,50,3313.0,0.0,0,4000.0,2710.98198,0.0,12
C11759,2270.950105,1403.42,12,77.0,0.0,0,8500.0,830.130725,0.0,12
C11760,5193.415429,3584.8,52,2204.52,0.0,0,15500.0,1734.349114,0.0,12
C11761,2431.193194,0.0,0,0.0,195.932353,1,4000.0,976.859575,0.0,12
C11762,1232.292951,0.0,0,0.0,5184.090716,28,4500.0,6050.865303,0.083333,12
C11763,279.253475,3243.86,33,3002.52,0.0,0,8500.0,3105.312146,1.0,12
C11764,2369.91046,916.22,26,716.4,0.0,0,6500.0,795.94344,0.0,12
C11765,1917.441126,12617.19,5,76.19,0.0,0,15000.0,13733.55783,0.428571,12
C11766,7445.228843,1023.29,31,0.0,16323.64243,43,11500.0,11320.00746,0.083333,12
C11767,193.565763,1821.52,29,0.0,0.0,0,3000.0,1543.210017,0.5,12
C11768,3013.590493,0.0,0,0.0,341.360876,7,3000.0,750.160714,0.0,12
C11769,92.406069,0.0,0,0.0,683.253783,1,3500.0,1044.949836,0.166667,12
C11770,2472.874609,2052.74,30,730.94,3251.021027,10,6500.0,9076.561132,0.083333,12
C11771,154.439292,1047.94,17,440.0,0.0,0,6000.0,1032.089965,0.333333,12
C11773,269.911748,1348.44,44,1259.44,298.491305,4,500.0,1258.023851,0.0,12
C11774,146.04887,3256.15,22,3256.15,0.0,0,6500.0,3498.681846,0.25,12
C11775,2779.833422,0.0,0,0.0,1492.253356,14,3000.0,1708.484919,0.0,11
C11776,161.792222,2883.58,20,1933.56,0.0,0,2000.0,3051.442623,0.75,12
C11777,5239.120768,1823.23,14,1823.23,0.0,0,5750.0,2107.740768,0.0,12
C11778,2288.014844,1753.46,50,1753.46,0.0,0,2500.0,989.999739,0.0,12
C11779,1526.707241,484.47,9,0.0,402.906235,11,1500.0,1086.417545,0.0,12
C11780,52.598283,517.83,55,0.0,0.0,0,6500.0,600.096058,1.0,12
C11781,981.886157,0.0,0,0.0,473.430801,3,3500.0,768.398403,0.0,12
C11782,14.891634,0.0,0,0.0,116.193463,1,3000.0,0.0,0.0,9
C11784,5.270593,69.57,2,69.57,0.0,0,4000.0,411.825987,0.0,12
C11785,314.675322,1310.9,35,838.76,0.0,0,10000.0,1425.2566,0.0,12
C11786,467.244925,4001.7,109,1769.36,0.0,0,16000.0,2259.241805,0.181818,12
C11787,304.945628,2788.81,22,2788.81,266.383091,6,4000.0,2803.353036,0.714286,11
C11788,1271.429631,0.0,0,0.0,678.525863,3,1500.0,526.910053,0.0,12
C11789,97.389327,60.0,1,60.0,0.0,0,12500.0,453.421982,0.0,12
C11790,1597.521193,211.07,6,0.0,994.167915,1,5000.0,3187.854069,0.0,12
C11791,10.118033,0.0,0,0.0,197.521871,1,1500.0,648.301187,0.0,10
C11792,103.629108,1106.62,25,866.22,0.0,0,6000.0,1343.893653,0.545455,12
C11794,993.027484,0.0,0,0.0,1586.612256,19,1200.0,2185.377456,0.090909,12
C11795,4226.501257,4900.0,7,4900.0,980.879554,1,10500.0,615.450902,0.0,12
C11796,1118.086877,128.8,2,0.0,0.0,0,1200.0,277.766526,0.0,12
C11797,555.131027,1586.45,51,1111.6,0.0,0,5500.0,3219.285764,0.416667,12
C11798,1133.572488,4063.49,44,2807.0,391.73075,1,1600.0,4936.506976,0.083333,12
C11799,3646.04461,0.0,0,0.0,949.437186,4,8000.0,975.508088,0.0,12
C11800,3790.914663,2655.68,111,1607.63,6263.883768,11,8300.0,6173.165264,0.083333,12
C11801,340.082231,3177.21,19,430.0,0.0,0,7500.0,2658.629277,0.333333,12
C11802,11.249863,137.84,3,137.84,0.0,0,10000.0,234.444295,0.166667,12
C11803,108.548004,1099.19,25,885.97,0.0,0,4000.0,1181.316469,0.583333,12
C11804,601.68828,1358.2,26,468.33,0.0,0,1500.0,310.912113,0.0,10
C11805,2529.016337,1040.74,28,0.0,0.0,0,2500.0,1746.018537,0.0,12
C11806,306.90901,2768.93,23,1281.14,0.0,0,10500.0,2605.175646,0.5,12
C11807,14.203161,117.0,4,0.0,0.0,0,7950.0,346.311752,0.666667,12
C11808,3387.93956,391.14,15,0.0,987.378841,1,7000.0,889.86432,0.0,12
C11809,26.247988,0.0,0,0.0,2861.967408,1,3000.0,0.0,0.0,12
C11810,3961.649658,2280.0,12,0.0,0.0,0,4500.0,2216.561982,0.0,12
C11811,121.388989,783.83,7,683.93,315.342982,3,7000.0,1778.900698,1.0,12
C11813,354.527499,3751.42,62,1201.42,0.0,0,9000.0,4001.942901,1.0,12
C11814,912.36003,10709.17,49,9689.36,0.0,0,15000.0,11381.63396,1.0,12
C11815,5337.987139,2545.37,21,0.0,994.391034,1,13500.0,1663.976007,0.0,12
C11816,4210.323012,1210.31,52,139.02,1817.321515,2,7500.0,8138.429479,0.083333,12
C11817,890.275144,435.14,7,435.14,0.0,0,1800.0,3334.754054,0.0,12
C11818,1740.169093,276.72,15,0.0,0.0,0,1800.0,667.764492,0.0,12
C11819,5383.084424,9736.61,135,3684.52,2965.656802,7,9000.0,15824.73587,0.083333,12
C11820,4603.402061,0.0,0,0.0,7665.092756,21,14000.0,9874.465723,0.083333,12
C11821,18.150347,119.8,4,0.0,0.0,0,4500.0,297.276499,0.333333,12
C11822,2833.613641,1387.52,20,526.12,1442.587409,5,3000.0,1564.459934,0.0,12
C11823,1547.714145,2476.31,82,804.4,0.0,0,3500.0,4061.48987,0.0,12
C11824,144.346693,1976.32,28,859.79,0.0,0,4500.0,1828.116915,0.583333,12
C11825,1377.812538,14300.98,55,10394.67,0.0,0,18000.0,13535.67697,1.0,12
C11826,926.341558,45.65,1,45.65,0.0,0,1000.0,1293.650192,0.0,12
C11827,10822.05811,4850.35,208,2847.8,0.0,0,15500.0,2740.09442,0.0,12
C11828,1238.932482,280.09,12,69.0,0.0,0,1500.0,1575.457164,0.0,12
C11829,5681.962807,523.19,8,340.19,1116.370312,4,11500.0,2167.822526,0.0,12
C11830,1269.019947,445.46,13,0.0,0.0,0,2600.0,2875.999728,0.0,12
C11831,1592.48626,1449.48,19,460.0,0.0,0,10500.0,1695.90191,0.0,12
C11832,9502.256762,2776.09,36,1424.05,0.0,0,10500.0,4177.324826,0.0,12
C11833,57.416262,685.0,12,0.0,0.0,0,1200.0,559.813964,0.333333,12
C11834,2303.956234,0.0,0,0.0,5585.815801,21,6000.0,331.450159,0.0,9
C11835,2286.9003,4536.48,37,3275.0,0.0,0,4000.0,5981.014712,0.0,12
C11836,1058.369265,0.0,0,0.0,1353.576787,4,1500.0,1381.061656,0.0,12
C11837,4803.122987,0.0,0,0.0,1692.520703,6,8500.0,1089.772516,0.0,12
C11838,6836.552992,0.0,0,0.0,11405.73425,42,10000.0,6834.695342,0.0,12
C11839,3.122949,0.0,0,0.0,317.505521,2,2500.0,559.499889,0.25,12
C11840,1053.639683,1027.01,8,1002.8,314.032321,3,2200.0,1181.14154,0.0,12
C11841,11734.26656,1528.12,38,0.0,5187.258558,13,15500.0,3624.231423,0.0,12
C11842,80.55139,2132.7,38,914.0,0.0,0,10000.0,1731.530778,0.545455,12
C11843,1308.786637,0.0,0,0.0,99.670323,2,1500.0,528.262752,0.0,12
C11844,6224.464489,4439.11,59,3884.1,0.0,0,6500.0,2546.344149,0.0,12
C11845,874.203747,232.8,5,232.8,331.57572,1,3000.0,1473.641228,0.083333,12
C11846,1329.443468,0.0,0,0.0,1024.351429,2,1800.0,684.599962,0.0,12
C11847,4372.395867,569.91,5,569.91,520.844673,9,4500.0,1345.099869,0.0,11
C11848,4473.439581,656.2,12,656.2,117.482021,1,4500.0,1481.910221,0.0,12
C11849,1127.607606,0.0,0,0.0,271.093275,1,8500.0,662.387331,0.0,12
C11850,1194.651852,322.29,13,0.0,0.0,0,1200.0,482.355548,0.0,12
C11851,291.991838,2971.56,31,1671.6,0.0,0,13500.0,2238.594868,1.0,12
C11852,2929.747983,376.04,8,222.0,0.0,0,3000.0,1037.958748,0.0,12
C11853,16.005542,151.33,3,151.33,0.0,0,5000.0,450.83685,0.5,12
C11854,6937.806466,339.75,3,0.0,0.0,0,10500.0,2163.154746,0.0,12
C11855,7888.028118,0.0,0,0.0,1282.985376,7,12000.0,1685.554741,0.0,12
C11856,1020.292184,1788.1,22,921.1,0.0,0,1500.0,492.184722,0.0,12
C11857,4751.924842,1394.93,37,576.13,0.0,0,5000.0,2635.439016,0.0,12
C11858,2270.955171,25.26,1,25.26,452.803657,3,3100.0,503.196519,0.0,12
C11859,2377.759245,0.0,0,0.0,943.90775,6,6500.0,4119.519203,0.0,12
C11860,1473.902933,0.0,0,0.0,163.855122,4,1500.0,340.239419,0.0,12
C11861,6853.020124,0.0,0,0.0,2529.901587,9,7500.0,1863.404442,0.0,12
C11862,1527.644591,0.0,0,0.0,210.417767,3,1700.0,540.406147,0.0,12
C11863,1611.475175,807.72,36,0.0,0.0,0,1500.0,1019.454819,0.0,12
C11864,344.591662,519.0,1,519.0,2865.942873,6,4000.0,663.651176,0.0,12
C11865,2021.641161,363.18,13,363.18,0.0,0,2000.0,704.24077,0.0,12
C11866,102.228073,1074.29,21,249.21,0.0,0,5000.0,1075.317643,0.083333,12
C11867,1407.26415,151.64,1,151.64,0.0,0,1500.0,337.890842,0.0,11
C11868,2158.419812,154.53,8,115.8,879.540473,8,2500.0,664.112193,0.0,8
C11869,1492.433396,99.75,3,34.32,0.0,0,6000.0,2224.187609,0.083333,12
C11870,5193.661885,0.0,0,0.0,1682.146822,9,5500.0,2422.095104,0.0,12
C11871,1885.547591,0.0,0,0.0,3197.181617,11,8000.0,8559.584636,0.166667,12
C11872,54.842927,105.0,1,105.0,0.0,0,4000.0,329.582826,0.0,12
C11873,2125.107734,663.04,24,663.04,1953.192558,2,2500.0,560.757972,0.0,12
C11874,102.832194,1067.85,21,669.21,0.0,0,10000.0,1480.49182,0.545455,12
C11875,1628.609633,1340.83,28,695.04,0.0,0,2000.0,586.263693,0.0,12
C11876,1733.68291,100.0,1,100.0,270.57595,6,1700.0,689.279807,0.0,12
C11877,9303.557117,6133.01,115,4045.67,1895.60877,23,12500.0,4054.579469,0.0,12
C11878,3541.960207,0.0,0,0.0,1853.517071,2,4000.0,789.692304,0.0,12
C11879,1.420316,0.0,0,0.0,94.535691,1,1200.0,0.0,0.0,12
C11880,2447.783112,431.96,9,290.0,0.0,0,2500.0,740.165746,0.0,12
C11881,94.280326,846.06,21,312.4,0.0,0,9000.0,922.71497,0.75,12
C11882,1628.591333,361.0,20,0.0,291.278909,2,1800.0,1018.197785,0.0,12
C11883,396.667584,2559.41,8,2469.41,0.0,0,4000.0,827.889811,0.0,12
C11884,5036.762745,3393.73,71,1702.72,0.0,0,10000.0,1331.175753,0.0,12
C11885,248.243958,0.0,0,0.0,1423.527628,3,3500.0,181.018701,0.0,12
C11886,109.417101,1219.85,23,878.7,172.656204,2,5000.0,2250.036431,0.5,12
C11887,4624.411724,2537.67,39,1774.91,0.0,0,7000.0,1045.881353,0.0,12
C11888,491.605909,747.55,9,0.0,0.0,0,2500.0,282.956764,0.0,11
C11889,5329.815675,674.85,24,501.85,1129.296969,6,5500.0,1390.662933,0.0,12
C11890,10.486808,241.27,1,241.27,0.0,0,2500.0,557.897488,0.0,12
C11892,4402.354047,0.0,0,0.0,2117.809244,10,5000.0,1030.120113,0.0,12
C11893,7283.579076,209.07,1,209.07,7545.629864,9,11500.0,1543.541917,0.0,12
C11894,30.859227,415.04,6,0.0,0.0,0,7500.0,485.108353,0.545455,12
C11895,112.87035,918.6,17,603.6,0.0,0,7500.0,1129.696171,1.0,12
C11896,7390.19856,612.1,25,0.0,2735.148792,2,12000.0,1920.45776,0.0,12
C11897,1274.142457,5219.95,66,2568.35,0.0,0,7500.0,3984.42893,0.0,12
C11898,644.112226,638.61,12,0.01,0.0,0,12000.0,2529.45977,0.0,12
C11899,91.231825,736.91,8,32.71,0.0,0,6000.0,960.373775,1.0,12
C11900,915.717703,55.49,7,0.0,0.0,0,1000.0,1221.513652,0.083333,12
C11901,1216.594927,878.64,20,757.8,155.804123,2,1200.0,654.24428,0.0,12
C11902,5941.271179,279.36,16,0.0,905.982826,2,6000.0,3140.402423,0.0,12
C11903,3817.693096,4974.27,33,3825.87,0.0,0,5000.0,6752.531183,0.0,12
C11904,0.0,369.36,12,0.0,0.0,0,1500.0,431.443959,0.0,12
C11905,1276.941373,2196.54,44,1037.8,0.0,0,1000.0,1410.009813,0.0,12
C11906,8099.879299,2352.0,50,1161.47,389.680166,4,12500.0,1863.944131,0.0,12
C11907,86.694598,0.0,0,0.0,465.455995,1,1500.0,543.82992,0.0,10
C11908,78.910866,828.14,9,301.0,0.0,0,2600.0,903.603701,0.285714,12
C11909,52.776167,508.94,12,508.94,0.0,0,3000.0,478.833594,0.4,12
C11910,109.140973,319.62,13,319.62,0.0,0,3500.0,597.96043,0.0,12
C11911,2586.533933,400.0,1,400.0,0.0,0,3000.0,886.663668,0.0,12
C11912,6668.440979,5596.11,110,2880.91,2790.317276,14,16000.0,17068.96724,0.083333,12
C11913,2539.279598,820.42,19,820.42,879.324856,2,3000.0,757.327536,0.0,12
C11914,2154.354852,104.0,1,104.0,91.406322,1,6000.0,732.471319,0.0,11
C11915,2720.959921,66.49,3,0.0,457.611102,7,3000.0,967.657856,0.0,12
C11916,693.643988,358.91,39,152.0,0.0,0,5000.0,338.79121,0.0,12
C11917,3414.780266,0.0,0,0.0,8264.603438,9,9000.0,718.95107,0.0,11
C11918,3478.070041,2465.92,41,1676.11,90.363202,1,12000.0,955.30285,0.0,12
C11919,6378.276044,0.0,0,0.0,4169.593183,15,10500.0,1376.688305,0.0,12
C11920,33.07464,286.4,6,231.29,91.341961,1,8500.0,435.600387,0.3,12
C11921,366.68899,653.21,30,0.0,0.0,0,3000.0,276.166583,0.0,12
C11922,245.17692,2481.64,41,0.0,0.0,0,4000.0,2261.352187,0.916667,12
C11924,786.483086,226.9,25,0.0,666.779555,4,1200.0,1391.068932,0.0,12
C11925,7.03142,502.33,5,424.0,0.0,0,2500.0,844.120402,0.0,12
C11926,4379.015578,996.64,27,860.5,3632.137219,4,14500.0,2034.929239,0.0,12
C11927,167.757298,320.72,20,0.0,0.0,0,1200.0,863.485864,0.0,12
C11928,1199.555426,0.0,0,0.0,2831.836214,2,3000.0,707.767429,0.0,10
C11929,5774.207136,2102.51,37,721.67,3536.320402,7,15000.0,4711.567357,0.0,12
C11930,41.461969,550.08,4,0.0,0.0,0,6000.0,1104.875573,1.0,12
C11931,1383.161918,0.0,0,0.0,55.212259,2,1500.0,276.630198,0.0,12
C11932,2572.878701,3975.0,5,3975.0,0.0,0,4000.0,2386.982592,0.0,12
C11933,177.556406,2228.35,29,1600.99,0.0,0,12000.0,1842.340524,0.454545,12
C11934,538.995587,0.0,0,0.0,2156.577132,2,1200.0,3303.660591,0.111111,12
C11935,92.816307,345.66,10,45.65,0.0,0,1000.0,383.914659,0.25,12
C11936,1247.423771,0.0,0,0.0,503.562164,3,1500.0,721.897274,0.0,12
C11937,911.298036,954.15,12,425.35,0.0,0,1200.0,283.608489,0.0,12
C11938,98.427228,389.24,11,0.0,0.0,0,8500.0,371.314009,0.0,12
C11939,989.993863,0.0,0,0.0,1110.807913,7,1200.0,240.088742,0.0,11
C11940,69.352136,636.15,16,0.0,0.0,0,10000.0,837.801642,0.333333,12
C11941,12.029327,581.21,11,0.0,0.0,0,4000.0,1333.87748,0.0,12
C11942,1265.781431,1585.79,22,1257.32,0.0,0,3000.0,338.977714,0.0,12
C11943,3682.768495,1194.15,52,987.59,1074.785954,10,4050.0,2121.026757,0.0,12
C11944,210.993146,90.51,1,90.51,0.0,0,6500.0,1240.766161,0.0,12
C11945,3171.17541,109.16,1,0.0,4586.702891,10,6000.0,598.08223,0.0,12
C11946,311.121985,744.09,19,689.09,0.0,0,7500.0,652.002188,0.0,12
C11947,3310.573808,717.14,7,649.14,0.0,0,12500.0,1372.959063,0.0,12
C11948,408.948673,0.0,0,0.0,1871.859929,1,10000.0,3902.376688,0.090909,12
C11949,131.342635,1160.65,8,1160.65,0.0,0,13000.0,1113.408654,0.3,12
C11950,365.005559,421.04,6,341.0,0.0,0,4000.0,1386.413639,0.0,12
C11951,26.599993,329.38,7,23.65,0.0,0,10500.0,1034.7342,1.0,12
C11952,1117.461472,0.0,0,0.0,1377.191285,11,1500.0,171.694194,0.0,7
C11953,26.216029,615.16,44,0.0,0.0,0,14000.0,1560.047704,0.363636,12
C11954,1106.697298,1260.13,3,1260.13,0.0,0,6500.0,1556.574701,0.0,10
C11955,2205.471982,3278.42,147,1640.05,0.0,0,6000.0,2726.198575,0.0,12
C11956,1722.910058,45.45,2,45.45,1654.212185,5,4000.0,511.525617,0.0,12
C11957,1672.969871,0.0,0,0.0,74.812657,1,2100.0,341.940624,0.0,12
